ID,Like,Comment
             manjumie kim           ,12000.0,Who is still streaming for MUSIC VIDEO OF THE YEAR?
             TR Melike Beyaz           ,838.0,TURKİSH Blink
             Meriah           ,80000.0,I hate that people are fighting over this... I’m army and blink so I don’t like the 2 fandoms fighting. Or anybody fighting over a long waited song. And it’s not just army’s or blinks it’s random people who have never listened to KPOP and just want something to bother people about. Haters are gonna be haters but the fan wars... what’s the point??? KPOP idols get along perfectly fine so why can’t we.
             VocalQueenLisa           ,779.0,If you think BLACKPINK deserve lots of awards then don't forget to str3am HYLT like its your lasfhjsk
             Myrtle           ,45000.0,"Haters: hard spam to freeze viеwsBlinks: silently break recordHow you like that, haters?ps. sorry for my eng (I'm russian)"
             LA           ,10000.0,"EVEN IF ITS TWENTY FOUR HOURS ALREADY, PLEASE DON'T STOP STRMING. LET'S REACH ONE HUNDRED MILLION VIEWS TODAY.I didn't expect this would get so many likes.. BUT PLEASE KEEP STREAMING! LETS BEAT THE RECORD OF THE FASTEST MV TO REACH 100 MILLION VI3WS.update: we reached 400 million views in just 43 days and it's exactly blackpink's 4th anniversary 🥺 just wow 👏🏼🖤💗 FOURever 🖤💗"
             ROSILY NC           ,438.0,VOTE BLACKPINK FOR MAMA 2020! Our girls deserve it!
             Baby Lisa           ,243.0,VOTE IN MAMA 2020 BLINKS. OUR GIRLS NEED WINS !!!!
             yashwanth kommasani           ,16000.0,This comment section is getting worse
             毛毛           ,4000.0,80M in 24h we did it blinksss
             Irene Dominguez           ,301.0,Vote MAMA BLACKPINK HOU YOU LIKE THAT Best song of year
             4 years with JenChuLiChaeng           ,465.0,Blinks don't forget to vote on mama soty and hylt then the album
             ستوريات منوعة           ,1000.0,كم عربي يحط لايك
